姓名,点赞数,评论内容
川川而山ん,1,小姐姐声音好听呀~，那就不分期了吧[doge]	
最近有点迷幻,1,我去打五星了，反正我也不用钉钉[doge]	
南风知我意゜,1,下次一定，下次一定[doge][doge]	
新东方的蕾姆,1,，你别说还怪好听的[doge]	
sky困了,1,你竟还想被?????通缉？	
幼稚善变,1,啊我可爱的钉钉，真想给你五星分期	
弑尔残醉,1,可以的，4次0星一次五星，不分期[滑稽][蛆音娘_滑稽]	
伞sad,1,这么多评论，我也评论一下[滑稽]。我是技校的学生党，早就没了学习的压力了，在初中的时候就因为学习掉队，经常绝望，想到自己的的未来有多么落魄，就想于世界告别，知道忏悔的来到职中，才明白过来成绩不能预知自己未来，在技校我领悟到了快乐，放下了对未来思虑。中国的教育方式确实挺令人窒息的，该改改了。但是，钉钉你是个好软件，加油啊??(ˊωˋ*)??！	
-Muuu,1,虽然不用钉钉但这个官方也太可爱啦哈哈哈哈哈心疼一秒  感觉一星打得有点过分了，软件本身别没做错啥	
库斯特的汪---,1,那么恐怖吗！！！哈哈哈哈哈xswl[笑哭][笑哭]	
路漫漫灬QAQ灬,1,然后还差多少突破1.0我快去补救啊	
丹丹堡堡主777,1,干 写到现在 这个钉钉[tv_呕吐]	
迴眸祎笑百媚生,1,给你五星一次付清，毕竟我不需要用钉钉这种办公软件上课。[滑稽]	
绿壳壳,1,给你六星好评	
-木_辛-,1,评论区里，各种官方号的比惨大会[doge]	
顾顾顾临祁,1,要五星？好，让TB来跟我讲，我要清空购物车	
Mr_彪,1,"我们因一个长翅膀的动物，无法相见。
我们因一款长翅膀的软件，再次相遇。	"
宗儒不如宗吾,1,老师面前唯唯诺诺，应用商店重拳出击[tv_斜眼笑]	
九尾佚之狐,1,我叫的不行	
奥加雅人,1,此生无悔入钉钉，日后分期给五星。	
一只傻比,1,这么可爱，踹一脚一定会哭很久	
三猫阿,1,大家快，趁他二级号赶紧欺负她[吃瓜][吃瓜][吃瓜]长大了就不好欺负了[抠鼻][抠鼻][抠鼻]	
安若槐羽,1,我这就下个钉钉给你打个好评，不分期的那种！[加油武汉]	
超可爱好哥哥,1,什么？？它原来是燕子？？？我还以为是乌鸦！！[doge]	
武悼天王_xo,1,看我用修改器，给你5灰心好评☆☆☆☆☆，一次付清哦[doge]	
兔兔打豆豆,1,给爷住口，一星十二期！	
沈诱冰,1,所以学校给你安排网课，关软件什么事？不愿意去跟学校对线，去跟教育局，去找你爸爸问问你该不该上课该不该好好学习，刷一星这么幼稚的行为，十几岁了你自己想不明白？	
就这就够了,1,听说有个低分直播w软件，我下了一下，我让主播们跳个舞，她们不跳，还非问我哪班的 乖不到这么多低星[doge][doge][doge]	
线稿づ,1,你觉得一个人的利益好，还是一群人人的利益重要，所以我不给五星啦，钉钉[doge][doge][doge][doge][doge][doge]	
-爱果-,1,饶你，谁饶我？？？[微笑]	
king封王,1,五星给了，小姐姐什么时候送我[doge]	
一起来喝苏打水吧,1,从那天起，钉钉从未忘记，被人类支配的恐惧	
诗酒趁年华9420,1,我看到评分中还有人开修改器打0星，就nm离谱	
張某某人間記,1,上有《大碗宽面》，现有《钉钉本钉》，总结就一句话“鬼畜让生活更美好。”毕业了不用钉钉，给你两硬币，不哭不哭。	
阿红叶君,1,太惨了吧哈哈哈哈哈哈哈[大笑]	
爱吃彭于晏的盆鱼宴,1,就TM你叫钉钉嗷[阴险]	
春日限定小青同学,1,哈哈哈，我也用钉钉[微笑]	
菜菜头111,1,投个币吧真失业还能熬一下[doge]	
丶夜宝,1,看完了，保证五星支持！！（分五天支付）	
尘汐如梦,1,三级号是一种可爱的猫科生物，它会用头蹭蹭所有路过点赞的人，并发出软乎乎的喵喵声(=?ω?=)	
三天两斤是也,1,所以现在应用商店中评分最高的就是404play了[doge]	
フェブ,1,给??爪巴[doge][doge]	
沙白菌,1,在 线 吃 瓜 [吃瓜] [吃瓜]	
原来是橘子酱吖,1,加油感谢阿里爸爸的支援武汉！感谢钉钉	
老麦的污鸦,1,这样吧，我给两星	
希灵-隐轰队长,1,"直播间里我怂的一批，软件评价我重拳出击。
看到这里心疼下你，就皮[doge]	"
jockZzz,1,这么潮流的事情，我要下个钉钉打一星	
噼里啪啦77呀,1,还多好听的，哈哈哈哈哈哈哈哈	
带着深意的笑,1,你看看这叫啥事，我刚刚打完一星，现在才看到你，真是的，哎，没办法，下次吧，下次一定给你五星[偷笑]	
清北will,1,加油噢！我去五星了！！！看不过去了！！	
XSSCeere,1,"下次 一定
Next time
J?rgmine kord.
Следващия път.
Nast?pnym razem
N?ste gang
В следующий раз обязательно
La prochaine fois.
Ensi kerralla.
??? ?
Volgende keer
Tak p?í?tě.
Data viitoare
Da próxima vez
次はきっと
N?sta g?ng.
Naslednji? pa...
????????
下次必（文言文）
La próxima vez
Την επ?μενη φορ?.
Majd legk?zelebb.
La prossima volta.
L?n sau
下次一定（粤语）
以上均翻译成“下次 一定”

此 生 无 悔 入 钉 钉，分 期 付 款 给 五 星[支持][支持][支持]
想 要 让 我 给 五 星？下 次 一 定 行 不 行 ！	"
批真香,1,想五星把唱歌的这个小姐姐露个脸就给[doge]	
绿风MC,1,网课啊……(′；ω；`)	
岸辺露伴一動不動,1,好多官方号	
叶中影-伴光行,1,什么都不说了，今天第一次投币给你了[洛天依_滑稽]	
沐雨莫,1,建议vup出道[鸡腿][鸡腿][鸡腿]	
唯爱02forever,1,我们没有钉钉[滑稽]	
听风唤彦,1,害，打动我了。	
夏天的落叶君,1,五次一星，分期付款[热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡][热词系列_打卡]	
955的资本家,1,你换位思考一下，虽然你已经一星了，但你的用户量已经破亿了，这不是一件值得高兴的事吗？[滑稽][滑稽]	
幽茶美,1,"想要五星好评？
叫支付宝和我谈[妙啊]	"
原来是橘子酱吖,1,给你五星好评！！！	
饭后一只萝莉,1,我们都大四了，学校刚刚要求我们下钉钉开会[热词系列_锤]	
猪怎么叫啊,1,残存的理智让我给了三星	
抖鱼ice秋风,1,最惨官方懂什么意思吧[阴险]	
一起来喝苏打水吧,1,本来被打动了，点开了应用市场，安装了钉钉，回来写评论，写好之后要发出去，只见屏幕上写着“评论失败”	
千彰不可以,1,太可爱辣[热词系列_AWSL]给五星可以得到一只燕子吗[喜欢][喜欢]	
18亿老婆,1,说实话，你还敢自刷?头个你打歪，这回看在阿里巴巴的面子就算了吧（hh我们这里不用钉钉??）	
快扶我去舔包,1,你看这个收藏角又尖又多 你看这个一星它又多又尖[吃瓜][吃瓜][吃瓜]	
NASA工作室,1,丁丁，真的是个好东西，只是用错了地方	
伯贤性感的嘴唇,1,你是否花钱买热搜了[吃瓜][妙啊][doge]	
決して受け,1,"是时候逼一下自己了，一个赞写一小时作业
动态见！	"
十戒-不肖,1,我分五个下载平台，一个平台给你一星可还行。	
猫男Cat,1,事情还得从一只蝙蝠说起	
今天宁嫖了吗,1,这也太惨了 官方都出歌了[妙啊][妙啊][妙啊]	
SAMSON6310,1,"啊，丁丁再见吧再见吧，再见吧！
Alibaba，快回收他吧
我实在不能再忍受	"
柒号观测者,1,这是个活人[doge]	
焦糖折耳根,1,算了 蛮可怜的 免费提供平台给学生还得被骂	
一只帅青灵,1,下   次   一   钉	
溪木的鸡,1,下次一钉[蛆音娘_滑稽][蛆音娘_滑稽]	
落桜の呗,1,看在你这么可爱的份上[滑稽]出个本子就饶了你[滑稽]	
每次取名都好麻烦的说,1,我给的可不是一星，我给的是六星好评呀[doge][doge][doge]	
wsx高飞,1,别慌，我已五星好评[偷笑]，毕竟现在大学快毕业了，不用上网课。	
泪幕浮华,1,点不起5星了，那就点5个一星吧[doge][doge][doge]	
bili_40103666927,1,我服了，那你还搞尼玛的英语作文比赛，被强制参加了	
W海森堡,1,钉钉这个营销不得了	
唉声叹气无济于事,1,"钉钉……资本压榨员工的又一利器……
虽然后面我没在那个公司上班就是了，破公司我销售业绩达标还搞这么多破事，爷不伺候了	"
嘉鹅的怡,1,我给了学习通一星，因为我们暂时没用到钉钉[阴险]	
海洋馆的大肥肉,1,难不成这评论区是官方聚集地[doge][doge]	
阿狗的十八般颜艺,1,下次一定	
Marty丶莫殇,1,这官方做的可以了，明白掉分了赶紧出来自黑一波[妙啊]那就五星好评了[妙啊]	
没人关注的政委,1,下次一星[抠鼻][doge]	
律政先锋686,1,这评论区真快乐[doge]	
杳香软软的小泡芙,1,一次付清？那就五次一星吧！	
Marty丶莫殇,1,你听这美丽的铃声像不像平常美丽的学校的上课铃呢，还可以看到亲爱的老师i了i了[妙啊]，当然了给五星	
铃麀雪鸾official,1,已经五星好评了不是分期，因为我们根本不用(???ω???)	
洛天依ノ老公,1,知道了，这就去下载一星	
红泥小火炉jh,1,为什么只要钉钉在放视频我就没法静音？为什么我权限都关了他还是有提示音？为什么你们可以无视用户的选择？为什么做个群里写个学生日志要让所有成员看到？为什么还有脸来求五星？	
chont,1,你币有了，一星也有了[微笑]	
丹璃,1,看了视频，特意去给了五星，以为大家只是调侃的，没想到真的那么多人给了一星。	
喜欢笑不爱哭,1,这边跟你们说个小秘密，有个修改器一星都能不给，直接0星就van了[吃瓜][妙啊]	
范FDX,1,5星一次付清了，学学隔壁新东方，别那么卡[doge]	
枯叶蝶_bili,1,作为一个女的，你怎么能喊我爸爸呢[tv_doge]	
人1234567,1,下次一定	
Acceleratorヽ一方通行,1,大家注意！它承认自己买水军自刷了！而且最近评分的升高就是证据！我们可以确定它虚假宣传！害了多少学生?对此，我只能先给100星好评，分1000次付清！[doge]	
吃瓜の天梦gg,1,"看到这个，我有点愧疚

我拿修改器改它0星，一星都没给，哎[笑哭]	"
一只自闭少年,1,下次一定	
一只自闭少年,1,下次一定	
教主joe,1,给五星★☆☆☆☆	
菇粥说力翁读钓含酱血,1,行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行行 -来自已经成为社畜的我	
Aklu转角Sama,1,如果等我毕业以后，用上了钉钉，一定一次付清！！	
桔子Di,1,"本来我一大学生也想给个一次性五星好评的。但是看在今天学校采用钉钉的消息上，我很开心并且迅速的给了一个一星好评[热词系列_知识增加][热词系列_锤][热词系列_奥力给]
我爱你小蝙蝠翅膀~么么哒[爱心]	"
CHU橙子的小号001,1,[热词系列_知识增加]	
快乐之都,1,上头了[吃瓜]	
Six-Coin-ID,1,魅族应用商店已经把钉钉的评分功能去掉了[笑哭]	
2002youdie,1,"吃饭时。
我：爸妈你们觉得钉钉怎么样？
爸：可以啊。
妈：是款很不错的办公软件，我们就在用。
我：奥。
过了几天。。。。
同学：听说了吗，钉钉这个软件。
其他同学：怎么了？
看完评分评论，哈哈哈，他们太惨了，我们连假期都还没完。（我们这边放的晚，上学也晚，跟大部分地区假期时间差不多。）
大部分同学：哈哈我有两部手机。
过了几天。。。
学校：同学们为了你们的学习，我们自己建立了网站，惊不惊喜，意不意外。不仅可以打卡，可以开摄像头，还可以在线布置题目，在线收答题卡，在线模拟。（换句话，不好好听，模拟题做不上就等于你没听再干别的，用手机拍，捂住摄像头一两次可以，多了呢。。。）
我们：还是钉钉好，我们喜欢钉钉。让我们用钉钉啊。[大哭][大哭][大哭]。。。。	"
Milk262,1,下次一钉	
祖翊翊,1,其实钉钉真的是个良心软件，为在家中无聊，虚度光阴的孩子们增加了学习机会，不拖延课程进度，作为一个要中考的孩子我感觉真的蛮不错的。但是我被狠狠地折磨了，所以3星[doge][doge][doge][doge]	
魂随,1,你给开个后门呗，能随意定位打卡的，或者位置别记录的那么死，经纬度后面记录那么多小数点，当我老板不知道我改了位置吗！	
祖翊翊,1,[热词系列_知识增加][热词系列_知识增加]	
看到我叫我去亲三叶,1,实不相瞒，上午我还拿修改器帮钉钉刷了0星[doge]	
浮生或是梦,1,呐呐呐，可是我们不用钉钉[妙啊][妙啊]	
小盖子6868,1,这么多官方是都宅在家没事干嘛[热词系列_知识增加]	
MrYan飞飞,1,给你五星了 我们程序员太可怜了	
左肩_蝶舞,1,你，这个钉钉，很让我为难啊，你不知道你这软件让我过得很充实，学习的海洋，让我想打一星，可是你又在这里喊我爸爸，让我打五星，我真的很为难啊	
芙晓棠,1,"唱的真好听。看在我明早还要早起的份上
一星。[tv_doge]	"
Acceleratorヽ一方通行,1,解释就是掩饰！它害了多少学生?我们学生上网课那么累还必须写作业，而且要检查，除此之外，还被监控在干什么！我今天必须给100星好评，分1000次付清！[doge]	
老酱汁,1,"钉钉，我giao诉你你不回我的话我就5星差评[吃瓜]反正我们也不用上网课
[tv_doge]说真的，我要吹爆你这首歌[热词系列_吹爆]	"
中二病晚期な,1,我们是腾讯会议[微笑]	
一陌风茗,1,都怪花呗搞分期习惯了[tv_doge]	
警察滴滴,1,"2020年1月底，蝙蝠精为祸人间，各业遭受打击
，人民只得委居家中
2020年2月初，为祸工商业无产阶级人民多年的燕子精又名“钉钉”，工人阶级多年抗战无果，后教育砖家发现其对教育业蝙蝠精造成的危害具有以毒攻毒的疗效，开始投入减灾使用
2020二月10日，“钉钉”已经投放到全国的蝙蝠精灾害减灾使用中，燕子精抗战从大龄工人蔓延至低龄学生，燕子精抗战由局部抗战延伸至全国抗战
2020二月十六日“钉钉”于b站发布投降书，承认了自刷评分等罪行，从此是全国抗战最全面最彻底的一次，这是人民一次毫不妥协的抗战，证明了学生阶级的力量之大
（视频不错，我五星了，小声bb:其实是因为我这边这边是另一个软件）	"
