姓名,点赞数,评论内容,评论时间
暴风城的焊武帝,1,甩    丁    哥	,2020-02-24 14:30:41
枫雪叶归来,1,我是从你爸爸那过来的[妙啊]	,2020-02-24 14:29:15
二奶奶爱学习,1,这是你的反击吗[囧][囧]怕了怕了	,2020-02-24 14:25:51
Sun22,1,哈哈哈哈哈哈哈又看一遍	,2020-02-24 14:18:07
北鸢在摸鱼,1,最爱的整活环节[蛆音娘_滑稽]	,2020-02-24 13:59:33
魅紫喵,1,[热词系列_知识增加][热词系列_打卡][热词系列_妙啊][热词系列_不愧是你]	,2020-02-24 13:58:28
梵蒿不知道自己昵称,1,建议钉钉系统提示音出一个这个妹纸的版本，出必爱学习[吃瓜]	,2020-02-24 13:58:37
程北柒少,1,官方鬼畜最为致命[tv_doge]	,2020-02-24 13:58:19
悯忆,1,这么好的视频，五星好评我下次一定，一定分期给。	,2020-02-24 13:53:39
我最爱514,1,我对你一星一意	,2020-02-24 13:48:49
很纠结h,1,太惨，给个三连安慰一下吧，反正我又不用钉钉[doge][doge][doge][doge]	,2020-02-24 13:46:54
朝来暗雨几回眸,1,?你清醒一点	,2020-02-24 13:47:33
独秀何能及君也,1,疑车有据[doge]	,2020-02-24 13:41:15
鬼觞七邪,1,甩丁歌？[滑稽]	,2020-02-24 13:37:50
恁秀逗了,1,为何如此多的官方号[tv_惊吓]	,2020-02-24 13:34:55
心动只是一瞬间,1,震惊！某大型公司旗下一办公软件竟抛弃本行，改行鬼畜区up主，一夜走红！	,2020-02-24 13:27:40
三元一次方程式,1,[热词系列_知识增加]奇怪的钉钉增加了	,2020-02-24 13:21:35
abbr,1,奇怪的甩葱歌增加了[热词系列_知识增加]	,2020-02-24 13:14:26
败絮仓金玉,1,简介好评	,2020-02-24 13:11:41
霗岚,1,初音未来：？？？	,2020-02-24 13:10:53
大脸黑妹儿北岸酱,1,我挺害怕了[热词系列_锤]	,2020-02-24 13:08:56
星宿十二宫,1,来来来众筹赶紧把你们的一星全部拿出来	,2020-02-24 13:05:40
特喵的六个硬币真贵,1,翘课看这个伤天理吗？[doge]	,2020-02-24 13:03:52
百合酱w,1,突然钉子甩了出去[doge]	,2020-02-24 12:59:45
卖典明粥的抹茶君,1,一下子觉得钉钉挺惨的( ′_ゝ｀)不过，幸好不用钉钉[滑稽]用的学习堵[滑稽]	,2020-02-24 12:57:23
榭霞啵君,1,奇怪的网课增加了[热词系列_知识增加]	,2020-02-24 12:56:19
我累哇魔王哒,1,两倍速给爷整笑了！	,2020-02-24 12:49:43
小黑猫-琉璃,1,我以为我毕业了就可以逃过网课，结果该怎么上依旧怎么上，虽说不是钉钉吧[捂脸]	,2020-02-24 12:48:14
霉TaylorSwift霉,1,钉钉真高产[妙啊][妙啊][妙啊]这么快又来一个鬼畜   (在线手动@伊丽莎白鼠)	,2020-02-24 12:47:32
鲍肚丝_,1,鬼畜区奇才	,2020-02-24 12:47:18
1枚小魔女,1,好多蝙蝠啊	,2020-02-24 12:45:59
神浩华,1,视频不是看点，都跑来看评论各大学的回复……[呆][呆]	,2020-02-24 12:41:37
整点糖吃,1,帅哥在嘛？看看甩钉钉可以吗？	,2020-02-24 12:42:43
风流倜傥夏雪宜,1,下次也不一定	,2020-02-24 12:41:45
六月卷,1,疯了的蝙蝠	,2020-02-24 12:39:56
丁丁辣么大,1,建议lol牛头出钉钉联动皮肤，当然只是建议！	,2020-02-24 12:39:43
小血歌,1,我一直想知道唱歌的妹子是谁？	,2020-02-24 12:40:24
doge大鸽鸽,1,嗷嗷嗷啊嗷！妈妈！蝙蝠成精了嗷！	,2020-02-24 12:40:18
世界和平986,1,不就是个一星吗！我给了？！	,2020-02-24 12:32:52
一家民宿便宜,1,又有人玩疯了	,2020-02-24 12:29:26
负令,1,这孩子都被逼疯了[无语]	,2020-02-24 12:26:46
mdzz啦啦啦啦啦啦啦,1,wdnmd真就钉当猫呗	,2020-02-24 12:18:41
塰本世道,1,我被洗脑了，钉钉钉钉钉钉钉钉钉	,2020-02-24 12:19:42
克洛巴克尔,1,给画师和钉钉来一个三连，下一步是不是要考虑制作动画呢[滑稽]	,2020-02-24 12:16:51
伯麻,1,害怕	,2020-02-24 12:12:38
喵喵喵汪嗝,1,"什么？这是官方？
什么？热评怎么全是官方？	",2020-02-24 12:10:54
蜘蛛子和魔王子贴贴,1,兄弟们无限宝需要支援	,2020-02-24 12:01:31
猫与冰咖啡,1,宁可别发展成翻唱区up主了[doge][doge][doge]	,2020-02-24 11:59:56
滴滴弟弟地地,1,梅   开   二   度	,2020-02-24 11:49:41
正经的英国球,1,害 怕	,2020-02-24 11:48:21
蛋剥掉蘸酱油,1,普通上班族觉得很赞，为了学生（国家未来的栋梁）打了5星好评[热词系列_真香]	,2020-02-24 11:42:34
晨_光,1,我刚刚收到要上网课了，我立马就去给了分期五星	,2020-02-24 11:41:39
炒鸡可爱的蜡笔小新,1,[热词系列_知识增加]	,2020-02-24 11:38:59
nineeKG,1,钉钉和我总得疯一个[妙啊]	,2020-02-24 11:36:51
Pearlxue,1,[热词系列_知识增加]	,2020-02-24 11:35:50
千の雪渊,1,娘化吧	,2020-02-24 11:30:10
孤尧今天也想欧气满满,1,奇怪的钉钉增加了！！[热词系列_知识增加]	,2020-02-24 11:32:15
真-弱鸡,1,嗯，因为钱包问题，我决定贷款五星，那个五星分期付，分五次，贷款嘛，肯定有利息，利息的星星我也分期。就这么定了[妙啊]	,2020-02-24 11:31:47
钓鱼带师,1,我真想进入屏幕里，亲手扼住这只抽傻鸟的嗉子	,2020-02-24 11:31:34
老可爱阿晚,1,单曲循环多好听啊…	,2020-02-24 11:11:48
我超级爱学习x,1,好多蝙蝠，吓人[大哭]	,2020-02-24 11:10:37
石榴烧酒,1,算了算了，暂时放过这玩意儿。我去隔壁腾讯课堂[热词系列_锤]	,2020-02-24 11:08:49
烦不起了,1,三个一星可以合一个两星，三个两星可以合一个三星，一次类推兄弟们刷81个一星就是五星好评	,2020-02-24 11:07:30
星空的狩猎者,1,你在ghs	,2020-02-24 11:04:54
夕阳下的ae86,1,官方鬼畜，最为致命	,2020-02-24 10:59:25
诗小库,1,你只要把应用图标换成AV90671873这个UP画的钉钉娘化，我偷我全家13部手机给你五星好评[妙啊]	,2020-02-24 10:50:05
一只普普通通的小日华,1,"目标清单：
1.中门对狙干掉阿里
2.二零年百大
3.通过洗脑的方式摧残五星分期的学生	",2020-02-24 10:43:17
会飞の南瓜,1,我一直以为是正太唱的[妙啊]	,2020-02-24 10:43:04
中国移动江苏营业厅,1,[热词系列_知识增加][热词系列_有内味了]	,2020-02-24 10:41:41
攸影,1,完咯被洗脑了	,2020-02-24 10:38:23
pilipilipapaba,1,我要给你五十星[doge]分五十期[doge]	,2020-02-24 10:28:14
B站小李,1,粉丝数快超过了，巴巴急了[滑稽][吃瓜][doge]	,2020-02-24 10:16:53
罗德岛_凯太后,1,这蝙蝠还挺像燕子的[doge]	,2020-02-24 09:59:55
秋波月桂魂,1,别钉了，该分期还得分期	,2020-02-24 09:45:31
Anka安卡,1,真·魔钉贯耳	,2020-02-24 09:42:37
士神士道,1,来个萌妹纸钉宫理惠的钉，我就给你五星一次付清	,2020-02-24 09:38:57
凌晓z,1,给你们汇报钉钉鲜为人知的恶心功能:①班主任能看学生的观看时长和回放时长，连从哪看的从哪走的都能看②班主任能看谁在线观看谁没在线③不交作业的一目了然连啥时候交的都能看。所以钉钉干得漂亮，五星分期你别想错过!	,2020-02-24 09:33:25
WangZiMoQAQ,1,又疯一个	,2020-02-24 09:32:35
d波旁b,1,感谢你，钉钉，是你让我每天5点就起，22点才睡，是你让我10分钟之内就能吃完饭，是你让我每天晚上眼睛像烧着了一样。谢谢你钉钉，祝你早日下架	,2020-02-24 09:27:17
唐大吃一鲸,1,评论区卧虎藏龙[热词系列_知识增加]	,2020-02-24 09:25:07
椰や酥し,1,在？强制老师到点儿下播安排一下？[2233娘_大哭]	,2020-02-24 08:59:08
神秘人雷尔,1,等什么时候钉钉被接受了，社会就腐朽了	,2020-02-24 08:45:04
当然是南酱啊,1,钉钉真好 今天用学习通上课 签到时候崩了 心态也崩了	,2020-02-24 08:38:08
Zeus-kk,1,本以为我们学校可以逃过钉钉，已经上了两星期的网课，那成想，今天我们也加入了钉钉的大家庭，啊，我太开心了，五星好评，分期吧	,2020-02-24 07:43:41
木之本波,1,钉钉成功晋升鬼畜区大佬了吗	,2020-02-24 03:52:14
柠柠不爱萌,1,"不行，我有点上头[OK]
最惨官方，钉钉本钉（石锤）	",2020-02-24 03:28:59
大蛇卡斯,1,公关不行啊，事后不谈核心问题，插科打诨自黑，我就问了那么大的下载量都是你免费使用拿出来就有了的？那么多免费直播软件，怎么偏偏就是你这个训奴工具中了？吃人血可以	,2020-02-24 03:21:59
地狱之魇,1,在？又来给鬼畜区增加素材了？[2233娘_喝水]	,2020-02-24 03:05:12
-木三,1,为什么删这么多评论？？	,2020-02-24 03:04:14
流羽单推马自立,1,miuk fans！！！	,2020-02-24 02:54:01
神的窥视GOD,1,建议改成:精 神 污 染	,2020-02-24 02:52:29
内科医生3780,1,"钉钉！最近半次元出了个“你
咱也不知道是不是官方，它说自己是，但我感觉好假，
还乱拿图，
靠说自己是钉钉涨了几千粉了，
如果不是官方的话还是处理一下吧，因为它拿图都不授权的，
还不标明作者，这真的好e[捂脸]
上一条发过了，但怕你看不见还是再发一次	",2020-02-24 02:51:09
立志做个本分的老司机,1,我决定把这首歌设置为起床闹钟	,2020-02-24 02:17:33
我的网名有十三个字不信你数,1,这官方也太强了	,2020-02-24 02:14:15
慕容の乐乐,1,靠鬼畜存货的钉钉[喜极而泣]	,2020-02-24 02:09:22
人生极影,1,这是被一星给整疯了吗？[微笑]	,2020-02-24 02:09:01
是阿怀吖,1,你这是在跟小米公司抢活，怪不得雷军这几天不发专辑了[doge]	,2020-02-24 02:05:15
玩游戏-就是要坑,1,奇怪的音乐增加了[热词系列_知识增加]	,2020-02-24 01:51:24
dieErleichterung,1,明明不用讨好我们还来叫我爸爸，谢谢哦	,2020-02-24 01:43:55
已下线的大毛,1,话说图标是只小蝙蝠吗[笑]	,2020-02-24 01:37:53
AL-JK,1,既然不能分期，那就找人借也付清给你，你等着，我找四个人借了也还你	,2020-02-24 01:37:51
ohrooooo,1,已经放弃了五星，致力于鬼畜。	,2020-02-24 01:35:19
矢北かなり,1,好可爱的乌鸦	,2020-02-24 01:32:29
玉米家的老王,1,好可爱	,2020-02-24 01:17:02
-清秋古月-,1,在？你快比你爸爸粉丝多了[吃瓜]	,2020-02-24 01:07:03
怎么秃了吖,1,"众所周知，b站是个和谐美好的地方。像我这种3级小萌新，大佬们都会温柔的摸摸我的狗头，并且默默给我一个赞。(? ???ω??? ?)
嘤嘤，蹭个热度	",2020-02-24 01:03:41
剧毒的KCN,1,这蝙蝠长的还挺可爱的QAQ	,2020-02-24 00:43:07
75潇我的爱,1,钉钉成功攻占鬼畜区	,2020-02-24 00:37:26
leonswing,1,请不要再甩叮叮了 谢谢	,2020-02-24 00:27:39
短歌一阕,1,[思考]	,2020-02-24 00:27:34
一栎同学,1,钉钉钉钉钉？钉钉钉。钉钉钉钉	,2020-02-24 00:27:25
XLin94,1,你真可爱 太可爱了吧！	,2020-02-24 00:24:32
小灏-灏,1,打开B站也逃不过钉钉	,2020-02-24 00:14:33
我只好无奈的,1,我当时害怕极了[tv_大哭]	,2020-02-24 00:16:20
百里谖潇,1,有些4级号，看着自己快到5级，就到处叫帅气小哥哥，美丽的小姐姐骗赞，真是不要脸，你们说是吧，爸爸们[doge]	,2020-02-24 00:13:07
Tusk-ACT-Four,1,建议开二倍速	,2020-02-24 00:12:01
伸脖子的鸵鸟,1,组队打五星5/0	,2020-02-24 00:01:16
欧皇马赛克,1,我就看2020钉钉能不能上年度百大UP[OK]安排～	,2020-02-23 23:59:21
T---E,1,好听。。。	,2020-02-23 23:56:59
夏有乔木ォ,1,三个一?能升二?懂我意思吧[滑稽]	,2020-02-23 23:55:49
山雨欲来,1,你不要过来啊啊啊啊啊啊	,2020-02-23 23:54:10
TTort,1,"这是什么生物?
A，企鹅
B，乌鸦
C，鸵鸟
D，蝙蝠
E，蓝嘴企鹅
F，蓝嘴乌鸦
G，蓝嘴鸵鸟
H，蓝嘴蝙蝠
[OK][doge]	",2020-02-23 23:49:27
天堂的友人A,1,这是一名鬼畜区+音乐区up主	,2020-02-23 23:47:49
Byron9527,1,影流之钉	,2020-02-23 23:46:01
情末er,1,我人晕了	,2020-02-23 23:45:53
大帝之资钉钉,1,建议改为：给钉钉的棺材上钉钉子	,2020-02-23 23:44:42
作业令人头秃,1,这只蝙蝠长得可真带劲儿。	,2020-02-23 23:43:55
韩金尤的皮燕子,1,挺上头[抠鼻]	,2020-02-23 23:38:35
月挽-清秋,1,爸爸我错了，我现在满脑子钉钉钉钉。你是我爸爸！下次一钉五星！！[2233娘_吐魂]	,2020-02-23 23:32:38
物质与文明,1,可怕的两倍速??	,2020-02-23 23:33:41
向斜谷中,1,在钉钉的下面总能发现很多牛逼的官方	,2020-02-23 23:24:22
喵の左爪,1,害怕	,2020-02-23 23:24:11
猛男abc,1,当时我害怕极了	,2020-02-23 23:19:58
包ki的吉良,1,初 釘 未 來	,2020-02-23 23:18:30
dar夜,1,腚腚腚	,2020-02-23 23:14:10
山茶花大叔,1,你说你就当个up主多好，我们大家都捧你，何必做个APP让人家黑	,2020-02-23 23:12:49
墨冉七月,1,????你们这是在隔空互怼啊！	,2020-02-23 23:10:18
寅虎y,1,在  把你们系统配音换了	,2020-02-23 22:59:56
倾鸶,1,嘿?嘿?嘿?	,2020-02-23 22:53:34
今天七点起,1,妹子的声音太可爱了，求爆照(?&gt;?&lt;?），一定给五星一次付清@钉钉	,2020-02-23 22:53:31
dasdasdqe,1,一星警告	,2020-02-23 22:50:04
黑の猫猫猫猫猫,1,不如，不要做程序员了，做个人物，出道成为虚拟偶像吧，必火[doge][doge][doge][doge][doge]	,2020-02-23 22:50:04
迷之女主角xxx_,1,"表面上：办公软件官方
实际上：音乐区up主	",2020-02-23 22:41:13
野草的呐喊,1,这真是调出来的？我咋感觉就是人声呢[惊讶]	,2020-02-23 22:40:02
淞柑由纪,1,这..........难道是.........蝙蝠？	,2020-02-23 22:36:23
下次抽卡必是金闪闪,1,我把话撂这了，只要配音小姐姐拍个视频 我买水军刷五星[支持][支持]	,2020-02-23 22:36:22
命若浮云,1,建议改成大  佬  评  论  区	,2020-02-23 22:36:04
张小小小全儿啊,1,全程静音食用 我觉得这只黑家雀儿 可能神经系统有点问题[疑惑]	,2020-02-23 22:33:27
风熏蝉时雨,1,弈星警告[doge]	,2020-02-23 22:29:09
用小白兔擦屁屁的熊,1,因为这个网课，我们老师一天也不停，每天都有课，唉………	,2020-02-23 22:21:48
gbfdxsrejk,1,我笑不出来！只觉得好可怕！！！！头大！！头秃！！	,2020-02-23 22:19:38
盐酸H,1,你们敢确信这不是蝙蝠？	,2020-02-23 22:20:00
延边李圣经,1,这 合适吗[热词系列_知识增加]	,2020-02-23 22:18:25
我叫小艾艾,1,钉的我头大，不说了，态度不诚恳，建议1分好评	,2020-02-23 22:17:45
有棱角的鹅卵石,1,儿童邪典[热词系列_知识增加][热词系列_知识增加]	,2020-02-23 22:16:21
涤蓝深灰,1,您还是个正经的官方号吗？[笑哭][笑哭][笑哭]	,2020-02-23 22:15:53
路北第三巷,1,五星工厂[喜极而泣][喜极而泣]	,2020-02-23 22:13:08
带带小滑步,1,别老买热搜了 烦了	,2020-02-23 22:12:47
鬼卿之,1,我今天给钉钉五星好评了，因为他比学习通方便，不用邀请码[2233娘_卖萌]	,2020-02-23 22:13:04
钉钉DrngTalk,1,"歌词：
钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉	",2020-02-23 22:05:18
列奥纳多啊,1,你在钉我就给你半星[嫌弃]	,2020-02-23 22:04:56
咕咕咕咕君,1,在小破站也改变不了命运的	,2020-02-23 22:02:42
妙可不言_,1,你成功成为2020年开年（人们最讨厌的声音）哈哈哈	,2020-02-23 21:59:57
猕猴tiao在搞圣主呢,1,这小蝙蝠怪能的[doge]	,2020-02-23 21:58:39
KingEJay,1,狠人阿钉，在线钉钉	,2020-02-23 21:52:57
大耳朵电竞,1,坚持每天一星钉钉打卡！	,2020-02-23 21:54:27
古霊の精霊的KizunaAl,1,五星给了（	,2020-02-23 21:52:02
失心症患者l,1,同样是二级，为何你如此优秀？[doge][doge]	,2020-02-23 21:51:28
拜托了惠陵雀,1,小燕子一脸不情愿[阴险]	,2020-02-23 21:50:45
可爱的柴酱,1,[热词系列_知识增加][热词系列_知识增加][热词系列_知识增加]	,2020-02-23 21:49:43
金刚大烧饼,1,"钉钉官方Ⅹ
鬼畜区up主√	",2020-02-23 21:49:35
何求甚解,1,钉钉你要是被绑架了就钉一声[doge][热词系列_知识增加][热词系列_可以]	,2020-02-23 21:48:30
折棒太朗,1,这大黑鸟整活好手啊[滑稽][滑稽]	,2020-02-23 21:47:37
涛涛在中国,1,甩♂丁♂哥？[doge]	,2020-02-23 21:45:18
乔慕也,1,二级号[吃瓜][吃瓜][抠鼻][抠鼻]	,2020-02-23 21:44:37
浅曦月初,1,什么时候能把点赞震动取消[无语][无语]	,2020-02-23 21:44:02
五次拒绝xyh,1,可惜了，我们不用钉钉	,2020-02-23 21:42:40
暮予雨,1,。。。所以，做视频吧，上啥班，翘了得了[doge]	,2020-02-23 21:41:06
花开不过凛冬,1,遭了我出不去了[热词系列_知识增加]	,2020-02-23 21:37:54
薇尔莉特彡,1,能不能在应用里搞个看板娘	,2020-02-23 21:37:05
然RanHr,1,建议改成：甩         钉        钉	,2020-02-23 21:36:52
浮世☆之梦,1,甩钉钉？[妙啊]	,2020-02-23 21:35:08
_光阴的故事_,1,钉钉公关捡到宝了	,2020-02-23 21:31:43
wsnbbbbd,1,在?答应我不要做程序了，来当up吧	,2020-02-23 21:32:02
巴拉拉小磨叽,1,很困，还是坚持给你踩一下！冲着你对资本家的友好我必须给你个踩！	,2020-02-23 21:25:50
